dias_mora_prom,edad,ingreso_mensual,ventas_anuales,monto_solicitado,plazo_meses,propiedad_completa,estado_legal,tiene_garante,rastreo_instalado,riesgo_real,score_ordinal,segmento_credito_Consumo,segmento_credito_Inmobiliario,segmento_credito_Microcrédito,producto_Back-to-back,producto_Consumo General,producto_Digital,producto_Mi Negocio,producto_Sueldo,producto_Vehicular Trabajo,producto_Vivienda,garantia_Hipotecaria,garantia_Personal,garantia_Prendaria,estado_civil_Divorciado,estado_civil_Soltero,estado_civil_Unión Libre,estado_civil_Viudo
4,20,1292.81,0.0,71784.48,48,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
4,32,459.24,0.0,54026.66,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,69,660.41,11887.38,13477.99,24,1,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
9,45,1109.61,0.0,22467.55,36,0,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0,51,384.98,0.0,13971.72,84,0,0,1,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,45,864.75,0.0,74899.94,36,0,0,0,0,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
8,27,1621.02,0.0,3944.48,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,43,1090.55,0.0,8192.0,48,0,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
11,29,908.37,0.0,35256.43,36,1,0,0,0,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6,42,943.04,0.0,2755.91,60,1,0,0,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
5,41,809.76,0.0,33265.97,48,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6,39,812.95,0.0,29011.98,60,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
3,47,1980.79,0.0,10334.16,60,1,0,1,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5,36,863.87,0.0,6231.32,60,1,0,1,0,1,3,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2,47,499.27,8986.86,15519.06,36,1,0,1,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,32,517.43,0.0,9196.89,48,1,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
9,38,739.37,0.0,19684.91,84,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6,69,304.63,0.0,46097.54,36,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5,53,1809.61,0.0,35620.2,48,1,1,0,0,1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6,32,1391.68,0.0,2992.16,60,1,0,1,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5,45,1326.16,0.0,12745.02,24,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
10,56,291.42,0.0,13122.6,84,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,47,648.58,0.0,9681.76,60,1,0,0,0,0,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,47,1157.32,0.0,62279.64,84,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
2,39,466.83,0.0,4211.54,24,1,0,0,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6,39,920.08,16561.44,10388.22,60,0,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
3,37,331.62,0.0,71176.05,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0,44,571.55,0.0,6912.02,36,1,0,1,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
5,25,804.21,0.0,7195.27,12,0,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,35,495.53,0.0,13031.63,12,0,1,1,0,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
18,36,668.24,0.0,13681.22,60,1,0,0,0,1,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,41,430.28,7745.04,9559.94,36,1,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,31,813.78,0.0,10760.51,48,0,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
9,57,874.46,0.0,20734.09,36,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
8,33,420.49,0.0,19284.27,12,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,62,1156.05,0.0,31379.73,84,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
2,44,1204.13,21674.34,2548.54,84,1,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
7,67,1099.46,0.0,6883.11,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
7,47,586.29,0.0,32352.92,36,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
8,51,573.19,0.0,10221.61,60,1,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
4,36,1323.26,23818.68,7492.91,48,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2,37,306.02,5508.36,6620.05,12,0,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5,31,571.48,10286.64,8157.68,24,1,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2,42,530.0,9540.0,9315.79,48,1,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2,40,658.54,0.0,30724.47,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13,65,586.2,10551.6,19346.34,48,1,0,1,0,1,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,32,809.2,0.0,23353.16,36,1,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,53,255.69,0.0,48330.27,24,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3,55,811.12,0.0,18391.69,48,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4,42,492.41,0.0,12765.44,12,1,0,1,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
8,27,780.47,0.0,44205.75,60,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
10,64,1215.7,0.0,12342.2,36,1,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
2,31,805.92,0.0,30325.57,12,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
8,33,464.42,0.0,75503.68,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,52,1040.51,18729.18,6450.71,48,1,0,1,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,57,606.29,0.0,30959.74,12,1,0,1,0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4,34,623.34,11220.12,18864.29,60,0,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,48,324.47,5840.46,3315.12,24,1,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
4,54,255.56,0.0,3608.95,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,27,497.28,8951.04,3727.96,48,0,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,47,400.46,0.0,9772.04,84,1,0,0,0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,42,370.07,0.0,8389.19,60,1,1,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2,71,358.98,0.0,6109.78,36,1,0,1,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,65,870.77,0.0,3996.33,84,0,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,55,419.75,7555.5,7693.68,36,1,1,1,0,1,1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
24,33,385.23,0.0,31770.92,24,1,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,47,567.82,0.0,3423.07,24,1,0,0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,55,947.72,0.0,49461.57,60,1,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,36,1073.15,19316.7,7782.51,12,1,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
12,39,807.78,0.0,44529.58,84,1,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3,38,2313.46,0.0,78292.03,48,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,37,883.79,0.0,67074.63,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1,30,897.67,16158.06,6581.56,12,1,1,1,1,1,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
7,29,2281.16,0.0,43984.52,84,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
5,55,572.45,0.0,44063.43,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
16,30,684.25,0.0,14090.49,12,1,0,1,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,58,866.83,0.0,48350.59,84,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,45,410.24,7384.32,13883.69,48,0,0,0,1,1,2,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1,45,819.42,0.0,38539.79,60,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5,29,489.46,0.0,47466.76,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,33,571.79,10292.22,7972.05,36,0,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2,39,335.82,0.0,3197.7,60,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
16,37,594.44,0.0,65372.69,84,0,0,0,0,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,23,1024.08,0.0,60108.74,48,0,0,1,0,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1,46,446.65,0.0,3003.52,84,0,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9,28,249.62,0.0,61120.13,60,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1,57,1863.63,33545.34,14481.71,84,1,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
15,40,766.97,13805.46,19717.52,24,1,0,0,0,1,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,54,737.71,0.0,51011.39,36,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
11,40,1346.53,24237.54,17800.68,12,1,0,1,1,1,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0,58,1220.77,0.0,38573.65,60,0,0,1,0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,27,554.1,0.0,7254.58,60,1,1,1,0,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
23,40,729.49,13130.82,9219.75,12,1,1,0,0,1,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,31,1203.33,21659.94,7130.55,84,0,0,1,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
7,59,952.87,0.0,69985.69,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7,32,765.55,0.0,23136.07,36,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1,59,418.71,7536.78,18890.53,24,1,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
5,44,965.75,0.0,69764.45,60,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0,45,894.9,0.0,14253.93,60,1,0,1,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
1,63,522.22,0.0,31096.37,12,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,47,563.56,0.0,56723.97,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
9,34,587.37,0.0,44480.37,84,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,25,1485.75,0.0,24470.43,24,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6,25,634.49,0.0,70996.53,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2,30,637.18,0.0,6972.92,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5,41,882.5,0.0,30712.96,12,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,39,275.78,4964.04,1961.5,48,1,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8,70,599.14,0.0,75693.85,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4,54,434.74,0.0,49800.49,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,43,322.17,0.0,1647.23,48,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5,37,382.54,6885.72,7705.01,12,1,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,38,310.19,0.0,49884.9,12,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
6,41,1250.49,0.0,64650.69,36,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
8,43,1503.37,27060.66,11511.24,12,1,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,46,1073.01,0.0,68645.24,60,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0,53,166.2,2991.6,8484.17,36,0,0,1,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
8,26,992.74,0.0,25253.86,12,1,0,1,0,1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7,46,1687.33,0.0,26206.97,24,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6,51,388.25,6988.5,18696.01,36,1,1,1,0,1,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,37,713.69,0.0,53592.1,60,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
2,33,274.73,0.0,35582.62,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,40,381.57,0.0,36530.57,12,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,21,648.19,0.0,66789.06,84,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1,47,632.65,0.0,13643.76,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,67,600.74,10813.32,1975.75,48,1,0,1,0,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2,41,197.92,0.0,7814.9,84,0,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,43,1034.86,0.0,774.59,36,1,0,1,0,0,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,34,989.43,0.0,25340.07,60,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17,64,355.26,6394.68,4939.49,36,0,0,0,1,1,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
3,33,735.3,13235.4,18330.36,36,1,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
7,42,1181.24,0.0,10017.08,24,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
14,40,353.13,6356.34,15652.31,84,1,0,1,0,1,4,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3,57,646.13,0.0,46187.22,60,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,41,607.01,0.0,22921.82,84,1,0,1,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
7,43,1322.71,0.0,77049.58,24,0,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
20,58,574.84,0.0,13898.14,84,0,0,0,0,1,4,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,28,304.42,5479.56,6151.52,60,1,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,47,537.44,9673.92,1964.54,60,1,1,1,0,1,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2,28,1181.13,0.0,5289.26,48,1,0,1,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
3,53,975.25,0.0,14679.71,24,1,0,1,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4,31,604.31,0.0,32701.67,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,68,562.62,0.0,8824.93,60,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
8,35,543.58,0.0,44171.13,24,1,1,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,54,863.2,0.0,39504.05,24,1,1,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
29,36,667.08,0.0,4826.69,60,1,1,1,0,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
6,22,1204.35,0.0,44532.69,84,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
2,67,2427.9,43702.2,9892.39,24,1,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
3,35,1285.06,0.0,61708.88,12,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
3,58,627.01,11286.18,12608.14,84,0,0,1,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2,28,501.38,0.0,20637.96,84,1,0,0,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
4,39,541.66,0.0,16518.28,24,1,0,1,0,1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,68,423.33,7619.94,15321.38,36,1,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,48,782.25,0.0,9978.41,84,0,1,1,0,1,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,46,708.53,0.0,15686.91,48,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7,38,1753.67,0.0,13783.89,36,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
11,53,362.84,6531.12,3910.53,84,1,0,0,0,1,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,38,1009.41,0.0,37988.85,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6,37,508.94,0.0,6977.85,84,1,0,1,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
18,49,635.7,0.0,12517.22,60,1,0,1,0,1,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,23,1037.25,18670.5,17235.23,48,0,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,29,511.13,0.0,5001.61,60,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,35,297.92,0.0,7031.24,48,0,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10,58,982.03,0.0,33802.0,36,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7,31,631.3,0.0,68069.46,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
4,53,611.3,0.0,5495.67,12,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
8,45,759.44,0.0,2070.88,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,48,916.87,0.0,19035.82,48,0,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,59,1905.69,0.0,4472.37,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,48,381.26,0.0,22711.16,60,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3,64,1393.45,25082.1,15367.41,36,0,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,20,902.86,0.0,26830.71,24,1,0,1,0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,67,595.8,10724.4,4581.13,84,1,0,1,0,1,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3,44,236.53,0.0,3488.18,12,0,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
8,24,569.86,10257.48,1840.5,48,1,0,0,0,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8,34,456.65,8219.7,19876.19,24,1,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
6,41,659.0,11862.0,17648.91,84,0,1,1,0,1,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,31,1139.19,0.0,14253.54,84,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
8,49,301.69,0.0,2820.76,36,1,1,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,57,1040.57,0.0,60260.05,48,0,0,1,0,1,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
3,48,581.57,10468.26,9996.86,24,0,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2,60,425.98,0.0,45779.69,60,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,47,385.6,6940.8,5614.31,24,1,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,29,1346.77,0.0,21010.16,84,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,26,375.45,0.0,39515.92,60,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
12,38,702.24,12640.32,14761.8,60,1,0,0,1,1,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2,47,841.76,0.0,77206.28,12,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
4,57,1015.16,0.0,14993.79,48,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,57,621.94,0.0,45798.76,60,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,23,997.65,0.0,23579.4,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,39,410.67,0.0,48333.08,48,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
4,53,536.42,0.0,74431.48,36,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,37,1712.47,30824.46,3772.53,36,1,0,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,28,527.92,0.0,29951.21,60,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1,23,584.41,0.0,31726.24,48,0,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
3,37,1479.3,0.0,8827.57,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,69,308.02,0.0,9610.36,60,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,42,316.35,0.0,14205.23,84,1,0,1,0,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
16,34,353.99,6371.82,5397.23,84,1,0,1,1,1,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,74,431.59,0.0,18973.43,60,1,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,58,1153.41,0.0,33134.57,12,1,0,1,0,1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6,56,1770.78,0.0,1086.62,60,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10,60,759.71,0.0,16114.27,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
5,26,1610.92,0.0,8103.59,24,0,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
3,30,803.16,0.0,32376.11,48,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
3,41,655.48,0.0,28467.61,84,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
10,41,2586.27,0.0,6376.54,48,1,1,0,0,1,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
4,45,581.23,10462.14,10497.31,48,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
9,28,603.38,0.0,3565.55,84,0,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,34,1172.49,0.0,73455.26,60,1,0,1,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
